title,entity,label
Hohe Erwartungen an Bayern München: Kann Trainer Hansi Flick den Meistertitel verteidigen?,Hohe Erwartungen,LOC
Hohe Erwartungen an Bayern München: Kann Trainer Hansi Flick den Meistertitel verteidigen?,Bayern München,ORG
Hohe Erwartungen an Bayern München: Kann Trainer Hansi Flick den Meistertitel verteidigen?,Hansi Flick,PER
Interessante Duelle: Borussia Dortmund vs. RB Leipzig und die Jagd auf den Meistertitel in der Bundesliga-Saison 2021/22,Interessante Duelle,PER
Interessante Duelle: Borussia Dortmund vs. RB Leipzig und die Jagd auf den Meistertitel in der Bundesliga-Saison 2021/22,Borussia Dortmund,ORG
Interessante Duelle: Borussia Dortmund vs. RB Leipzig und die Jagd auf den Meistertitel in der Bundesliga-Saison 2021/22,RB Leipzig,ORG
Interessante Duelle: Borussia Dortmund vs. RB Leipzig und die Jagd auf den Meistertitel in der Bundesliga-Saison 2021/22,Bundesliga-Saison 2021/22,MISC
"Aufschluss über die Bundesliga-Saison: Talente, Überraschungsteams und der Kampf um die Tabellenspitze",Talente,LOC
"Aufschluss über die Bundesliga-Saison: Talente, Überraschungsteams und der Kampf um die Tabellenspitze",Überraschungsteams,LOC
Ein Blick auf die Bundesliga: Welche Teams und Spieler sind diese Saison besonders zu beachten?,Bundesliga,ORG
Ein Blick auf die Bundesliga: Welche Teams und Spieler sind diese Saison besonders zu beachten?,Teams,PER
Wie steht es um den FC Bayern München in dieser Saison?,FC Bayern München,ORG
"Hoffenheim, Dortmund und Leipzig - wer hat das Zeug zum Meistertitel?",Hoffenheim,LOC
"Hoffenheim, Dortmund und Leipzig - wer hat das Zeug zum Meistertitel?",Dortmund,LOC
"Hoffenheim, Dortmund und Leipzig - wer hat das Zeug zum Meistertitel?",Leipzig,LOC
Talente und Überraschungsteams: Die Bundesliga-Saison 2021/22 im Fokus,Talente,LOC
Talente und Überraschungsteams: Die Bundesliga-Saison 2021/22 im Fokus,Überraschungsteams,LOC
Talente und Überraschungsteams: Die Bundesliga-Saison 2021/22 im Fokus,Bundesliga-Saison 2021/22,MISC
Vom Mittelfeld zur Spitze - wie hat Hoffenheim diesen Erfolgszug erreicht?,Hoffenheim,LOC
Jude Bellingham und Florian Wirtz: Junge deutsche Talente in der Bundesliga-Saison 2021/22,Jude Bellingham,PER
Jude Bellingham und Florian Wirtz: Junge deutsche Talente in der Bundesliga-Saison 2021/22,Florian Wirtz,PER
Jude Bellingham und Florian Wirtz: Junge deutsche Talente in der Bundesliga-Saison 2021/22,deutsche,MISC
Jude Bellingham und Florian Wirtz: Junge deutsche Talente in der Bundesliga-Saison 2021/22,Bundesliga-Saison 2021/22,MISC
"Ein harter Wettbewerb: Bayern München, Dortmund und Leipzig kämpfen um den Meistertitel",Bayern München,ORG
"Ein harter Wettbewerb: Bayern München, Dortmund und Leipzig kämpfen um den Meistertitel",Dortmund,LOC
"Ein harter Wettbewerb: Bayern München, Dortmund und Leipzig kämpfen um den Meistertitel",Leipzig,LOC
Die Bundesliga im Wandel - wer sind die neuen Stars und Teams?,Bundesliga,ORG
Die Bundesliga im Wandel - wer sind die neuen Stars und Teams?,Teams,PER
Talente und Trainer: Die Zukunft der Bundesliga-Saison 2021/22,Bundesliga-Saison 2021/22,MISC
Vom Verfolger zur Favoritenrolle - wie sichert sich Hoffenheim den dritten Tabellenplatz?,Hoffenheim,ORG
Ein spannender Mix: Junge Talente und erfahrene Spieler in der Bundesliga-Saison 2021/22,Ein spannender Mix,MISC
Ein spannender Mix: Junge Talente und erfahrene Spieler in der Bundesliga-Saison 2021/22,Bundesliga-Saison 2021/22,MISC
Das Duell Dortmund gegen Leipzig: Wer holt sich die Tabellenspitze?,Duell Dortmund,LOC
Das Duell Dortmund gegen Leipzig: Wer holt sich die Tabellenspitze?,Leipzig,ORG
Von Führungskräften bis hin zu Rookies - ein Überblick über die wichtigsten Spieler der Bundesliga-Saison 2021/22,Führungskräften,LOC
Von Führungskräften bis hin zu Rookies - ein Überblick über die wichtigsten Spieler der Bundesliga-Saison 2021/22,Bundesliga-Saison 2021/22,MISC
"Die Bundesliga im Wandel: Neue Talente, Trainer und Teams auf dem Vormarsch",Bundesliga,ORG
"Die Bundesliga im Wandel: Neue Talente, Trainer und Teams auf dem Vormarsch",Teams,PER
Geopolitik im 21. Jahrhundert: Herausforderungen und Lösungsansätze,Lösungsansätze,LOC
Territorialstreitigkeiten und geopolitische Spannungen: Lösungsmöglichkeiten,Lösungsmöglichkeiten,MISC
Die Zukunft des Welthandels: Geopolitische Herausforderungen und Chancen,Geopolitische Herausforderungen,LOC
Die Rolle von Rüstung und Militär in der heutigen Geopolitik,Militär,ORG
Umweltbewusster Konsum - Nachhaltige Produkte kaufen,Konsum,ORG
Umweltthemen: Informieren Sie sich und unterstützen Sie Veränderungen,Umweltthemen: Informieren,LOC
Umweltschutz in der Landwirtschaft - Fair gehandelte und regionale Erzeugnisse bevorzugen,Fair,LOC
Umweltthemen: Informieren Sie sich und unterstützen Sie Veränderungen,Umweltthemen: Informieren,LOC
Globale Zusammenarbeit und multilaterale Abkommen zur Sicherung der Stabilität,Globale,PER
Die Bedeutung von geopolitischen Fragen für den internationalen Frieden,internationalen Frieden,MISC
Geopolitik: Ein Schlüssel zur Bewältigung globaler Krisen?,Ein Schlüssel zur Bewältigung,MISC
Die Zukunft der Weltordnung im Zeitalter des geopolitischen Wandels,Wandels,PER
Herausforderungen im deutschen Justizsystem,deutschen,MISC
Die Digitalisierung des Rechtssystems in Deutschland,Deutschland,LOC
Finanzierung und Personalmangel: Das deutsche Justizsystem unter Druck,deutsche,MISC
Unabhängigkeit der Justiz in Deutschland: Wie politischer Einfluss das Vertrauen schwächt,Deutschland,LOC
Die Zukunft des deutschen Justizsystems,deutschen Justizsystems,ORG
Kritik an der deutschen Justiz: Unzureichende Ressourcen und politischer Einfluss,deutschen,MISC
Wie kann das deutsche Justizsystem verbessert werden?,deutsche,MISC
Neue Technologien im deutschen Rechtssystem,Neue Technologien,MISC
Neue Technologien im deutschen Rechtssystem,deutschen,MISC
Die Finanzierung des Justizsystems in Deutschland: Eine Herausforderung für den Rechtsstaat,Deutschland,LOC
Unabhängigkeit und Integrität: Wie steht es um die deutsche Justiz?,deutsche,MISC
Zugang zu Gerechtigkeit: Barrieren im deutschen Justizsystem,deutschen,MISC
Die Digitalisierung des deutschen Gerichtswesens,deutschen,MISC
"Herausforderungen für die deutsche Justiz: Finanzierung, Personalmangel und politischer Einfluss",deutsche,MISC
Das deutsche Justizsystem auf dem Prüfstand,deutsche,MISC
Das deutsche Justizsystem auf dem Prüfstand,Prüfstand,LOC
Wie gerecht ist das deutsche Rechtssystem?,deutsche,MISC
Die Zukunft der deutschen Justiz: Digitalisierung und Transparenz,deutschen,MISC
Unabhängigkeit und Vertrauen in das deutsche Justizsystem,deutsche,MISC
Herausforderungen im deutschen Justizsystem - Kritik und Lösungsansätze,deutschen,MISC
"Das deutsche Rechtssystem: Effektivität, Zugänglichkeit und Unabhängigkeit",deutsche,MISC
Verkehrsaufkommen steigt: Wie die Infrastruktur hinterherhinkt,Verkehrsaufkommen,PER
Hauptverkehrsstraßen und Ballungszentren unter Druck - Infragestellung der deutschen Infrastruktur,deutschen,MISC
"Staus, Umweltbelastung und Engpässe: Deutsche Verkehrssysteme vor neuen Herausforderungen",Deutsche Verkehrssysteme,MISC
Wirtschaftswachstum führt zu Infrastrukturstau - Verkehrsaufkommen steigt kontinuierlich,Wirtschaftswachstum,LOC
Wirtschaftswachstum führt zu Infrastrukturstau - Verkehrsaufkommen steigt kontinuierlich,Infrastrukturstau,LOC
Wirtschaftswachstum führt zu Infrastrukturstau - Verkehrsaufkommen steigt kontinuierlich,Verkehrsaufkommen,LOC
Mobilitätsstrategie gefordert: Wie kann die deutsche Infrastruktur den Ansprüchen gerecht werden?,Mobilitätsstrategie,PER
Mobilitätsstrategie gefordert: Wie kann die deutsche Infrastruktur den Ansprüchen gerecht werden?,deutsche,MISC
Umweltbelastung durch Verkehr: Deutliche Defizite in der deutschen Infrastrukturplanung,Deutliche Defizite,LOC
Umweltbelastung durch Verkehr: Deutliche Defizite in der deutschen Infrastrukturplanung,deutschen,MISC
Staus und Lärm - Hauptverkehrsstraßen vor Kapazitätsgrenzen,Staus,LOC
Wie können wir den öffentlichen Verkehr attraktiver gestalten?,attraktiver,LOC
"Radverkehr in Deutschland: Sicherheit, Infrastruktur und Alternativen zum motorisierten Individualverkehr",Deutschland,LOC
E-Autos und Carsharing: Innovative Lösungen für den deutschen Straßenverkehr,E-Autos,LOC
E-Autos und Carsharing: Innovative Lösungen für den deutschen Straßenverkehr,Carsharing,PER
E-Autos und Carsharing: Innovative Lösungen für den deutschen Straßenverkehr,deutschen,MISC
Die Zukunft des Verkehrs - Wie kann die deutsche Infrastruktur nachhaltig verbessert werden?,deutsche,MISC
Verkehrsaufkommen in Deutschland - Herausforderungen und Lösungsansätze,Deutschland,LOC
Verkehrsaufkommen in Deutschland - Herausforderungen und Lösungsansätze,Lösungsansätze,LOC
Hauptverkehrsstraßen unter Druck: Deutsche Infrastruktur an ihre Grenzen gebracht,Deutsche,MISC
Die Suche nach Lösungen für den wachsenden Verkehr in Deutschland,Deutschland,LOC
"Staus, Umweltbelastung und Engpässe: Wie kann die deutsche Infrastruktur verbessert werden?",deutsche,MISC
Verkehrsaufkommen steigt: Wie reagiert die deutsche Infrastruktur auf den Anstieg?,Verkehrsaufkommen,PER
Verkehrsaufkommen steigt: Wie reagiert die deutsche Infrastruktur auf den Anstieg?,deutsche,MISC
Deutsche Infrastruktur - Herausforderungen und Lösungsansätze zur Verbesserung des Verkehrssystems,Deutsche,MISC
"Deutsche Infrastruktur: Staus, Umweltbelastung und neue Lösungen für den wachsenden Verkehr",Deutsche,MISC
Die Zukunft des Straßenverkehrs - Wie kann Deutschland den Herausforderungen gerecht werden?,Deutschland,LOC
"Innovationen im Raumfahrtsektor: Die Raumstation ""Artemis",Artemis,PER
Faszinierende Raumfahrtprojekte: Die bevorstehende Erkundung des Mondes durch Artemis,Mondes,LOC
Faszinierende Raumfahrtprojekte: Die bevorstehende Erkundung des Mondes durch Artemis,Artemis,PER
Autonomes Fahren - wie KI unsere Straßen sicherer macht,Autonomes Fahren,PER
Autonomes Fahren - wie KI unsere Straßen sicherer macht,KI,ORG
"Die Raumstation ""Artemis"" - ein neuer Meilenstein in der Raumfahrtgeschichte",Artemis,MISC
Water for Life: Technologien zur Verbesserung des Zugangs zu sauberem Trinkwasser,Water for Life,MISC
Raumfahrt im Wandel - die Bedeutung von Artemis für künftige Missionen,Raumfahrt,LOC
Raumfahrt im Wandel - die Bedeutung von Artemis für künftige Missionen,Artemis,PER
"Autonome Fahrzeuge und KI: Sicherer, effizienter und umweltfreundlicher Verkehr der Zukunft",KI,ORG
Quantum Computing - das Potenzial von Quantentechnik zur Lösung globaler Herausforderungen,Quantum Computing -,MISC
Artemis - der Weg in die Raumstation des 21. Jahrhunderts,Artemis,PER
Die Zukunft der Raumfahrt - Erkundung und Erforschung mit Artemis,Artemis,PER
"Sonne, Wind & Co: Wie erneuerbare Energien unseren Planeten retten könnten",Wind & Co,MISC
Die Sonnenbrille ist aus dem Verkehr: Erneuerbare Energien und ihre Chance auf einen weltweiten Durchbruch,Sonnenbrille,LOC
"Öko-Boom? Wie Solarenergie, Geothermie & Co den Energiesektor umkrempeln könnten",Öko-Boom,PER
"Öko-Boom? Wie Solarenergie, Geothermie & Co den Energiesektor umkrempeln könnten",Geothermie & Co,ORG
"Sauber, grün und erneuerbar: Die neuen Stars am globalen Energiemarkt",Sauber,ORG
"Sauber, grün und erneuerbar: Die neuen Stars am globalen Energiemarkt",Energiemarkt,LOC
Umweltbewusstsein in Aktion: Die wachsende Bedeutung erneuerbarer Energien für eine saubere Zukunft,Aktion,ORG
"Energie-Revolution: Wie Solar-, Gezeiten- und Wellenkraftwerke den globalen Energiesektor umkrempeln könnten",Energie-Revolution,LOC
Die Bedeutung des Justizsystems in einer Demokratie,Justizsystems,MISC
Fachkundiges und zugängliches Rechtssystem für alle,Fachkundiges,LOC
"Rechte, Schutz und Gleichbehandlung in der deutschen Justiz",deutschen,MISC
Gewaltentrennung und die Rolle der Justiz bei der Sicherung der Demokratie,Rolle,LOC
"Das deutsche Rechtssystem: Gerechtigkeit, Gleichheit und Transparenz",deutsche,MISC
Die Justiz im Fokus des demokratischen Staates,demokratischen,MISC
Der Schutz der Rechtsstaatlichkeit durch die deutsche Justiz,deutsche,MISC
Das Prinzip der Gewaltentrennung und seine Bedeutung für den demokratischen Staat,demokratischen Staat,LOC
Rechnungspflicht und Transparenz in der deutschen Justiz,deutschen,MISC
"Fairness, Gerechtigkeit und Verantwortlichkeit im deutschen Justizwesen",deutschen,MISC
"Fairness, Gerechtigkeit und Verantwortlichkeit im deutschen Justizwesen",Justizwesen,LOC
Der Schutz der Bürgerrechte durch die unabhängige deutsche Justiz,deutsche,MISC
Rechtsschutz für alle: Die Zukunft des deutschen Justizsystems,deutschen Justizsystems,ORG
"Technologische Neuerungen - KI, autonome Autos und Drohnen erobern den Alltag",Technologische Neuerungen - KI,MISC
Die Zukunft der Technik: Wie KI und autonome Systeme unser Leben verändern werden,KI,ORG
Wie F&E-Teams Krankheiten bekämpfen: Erfolge in der Medizin und Früherkennung,F&E-Teams Krankheiten,MISC
"Autonome Fahrzeuge, Drohnen und Co: Wie KI den Alltag erleichtert",KI,ORG
"Technologische Fortschritte in verschiedenen Branchen - ein Überblick über KI, autonome Systeme und erneuerbare Energien",Technologische Fortschritte,PER
"Technologische Fortschritte in verschiedenen Branchen - ein Überblick über KI, autonome Systeme und erneuerbare Energien",KI,ORG
"Die wichtigsten Innovationen des Jahres: KI, autonome Systeme, Umwelt- und Medizintechnik im Fokus",KI,ORG
Die verändernde Kraft der sozialen Medien,sozialen,MISC
Das Auf und Ab von Sozialen Netzwerken im Zeitalter des digitalen Wandels,Sozialen Netzwerken,PER
Das Auf und Ab von Sozialen Netzwerken im Zeitalter des digitalen Wandels,Wandels,PER
Die Erfolgsgeschichte der sozialen Medien: Von Facebook bis Instagram,sozialen,MISC
Die Erfolgsgeschichte der sozialen Medien: Von Facebook bis Instagram,Facebook,MISC
Die Erfolgsgeschichte der sozialen Medien: Von Facebook bis Instagram,Instagram,LOC
Die Schattenseiten der Sozialen Medien: Stress und verzerrtes Selbstbewertungsmaßstab,Sozialen Medien,ORG
Soziale Medien in Deutschland: Eine detaillierte Betrachtung,Deutschland,LOC
Die Zukunft der sozialen Medien und ihre Auswirkungen auf unser tägliches Leben,sozialen,MISC
Die Psychologie hinter dem Erfolgsrezept der sozialen Medien,sozialen,MISC
Wie soziale Medien unser Verhalten und unsere Beziehungen verändern,soziale,MISC
Die wirtschaftlichen Auswirkungen von Social Media auf Geschäft und Karriere,Social Media,ORG
Wie soziale Medien unser Einkaufsverhalten verändern,soziale,MISC
Wie soziale Medien unser Einkaufsverhalten verändern,Einkaufsverhalten,MISC
"Die ethischen Fragen, die sich aus der Nutzung sozialer Medien ergeben",sozialer,MISC
Wie soziale Medien unseren Umgang mit Information verändern,soziale,MISC
Die wachsende Rolle von Influencern in den sozialen Medien,Influencern,LOC
Die wachsende Rolle von Influencern in den sozialen Medien,sozialen,MISC
Telemedizin: Die Zukunft der medizinischen Versorgung,Telemedizin,PER
Wie Smart Grids den Energieverbrauch optimieren,Smart Grids,ORG
Telemedizin: Patientenbetreuung aus der Ferne ermöglicht,Telemedizin,PER
Die verheerenden Folgen von Luftverschmutzung in Deutschland und darüber hinaus,Deutschland,LOC
"Die gesundheitlichen Auswirkungen von Luftverschmutzung: Asthma, Atemwegserkrankungen und mehr",Asthma,LOC
Umweltauflagen und Subventionen für Elektrofahrzeuge in Deutschland,Deutschland,LOC
Umweltauflagen und Subventionen: Politische Maßnahmen gegen Luftverschmutzung in Deutschland,Deutschland,LOC
Wie verschiedene Länder auf Luftverschmutzung reagieren: Globale Herausforderungen und Lösungsansätze,Globale Herausforderungen,MISC
Wie verschiedene Länder auf Luftverschmutzung reagieren: Globale Herausforderungen und Lösungsansätze,Lösungsansätze,LOC
Effiziente Justice: So modernisiert Deutschland seine Gerichtssysteme,Effiziente Justice,PER
Effiziente Justice: So modernisiert Deutschland seine Gerichtssysteme,Deutschland,LOC
Digitaler Wandel in der deutschen Justiz - das sollten Sie wissen,deutschen,MISC
Neue Technologien und transparente Prozesse: Die Zukunft des deutschen Rechtssystems,Neue Technologien,MISC
Neue Technologien und transparente Prozesse: Die Zukunft des deutschen Rechtssystems,deutschen,MISC
"Elektronische Akten, Online-Gerichtsverfahren & Co.: Wie die deutsche Justiz sich verändert",deutsche,MISC
Deutschland auf dem Weg zu einer digitalisierten und effizienten Justiz,Deutschland,LOC
Mehr Transparenz in Gerichtsverfahren: So will Deutschland das Vertrauen der Bevölkerung stärken,Mehr Transparenz in Gerichtsverfahren,LOC
Mehr Transparenz in Gerichtsverfahren: So will Deutschland das Vertrauen der Bevölkerung stärken,Deutschland,LOC
Modernes Rechtssystem: Die wichtigsten Veränderungen in der deutschen Justiz,deutschen,MISC
Effiziente Reformen: Wie die deutsche Justiz sich wandelt,deutsche,MISC
EU-Vorgaben und nationale Initiativen - Veränderungen in der deutschen Justiz,EU-Vorgaben,ORG
EU-Vorgaben und nationale Initiativen - Veränderungen in der deutschen Justiz,deutschen,MISC
Gerichtssysteme im Wandel: So modernisiert Deutschland seine Justiz,Deutschland,LOC
Neue Technologien und transparente Prozesse - die Zukunft des deutschen Rechtssystems,Neue Technologien,MISC
Neue Technologien und transparente Prozesse - die Zukunft des deutschen Rechtssystems,deutschen,MISC
"Elektronische Akten, Online-Gerichtsverfahren & Co.: Innovative Lösungen für das deutsche Justizsystem",deutsche,MISC
Verbesserung der Transparenz: So will Deutschland Vertrauen in die Justiz schaffen,Deutschland,LOC
Modernes Gerichtssystem: Die wichtigsten Neuerungen in der deutschen Justiz,Modernes,PER
Modernes Gerichtssystem: Die wichtigsten Neuerungen in der deutschen Justiz,deutschen,MISC
Effiziente Reformen für ein modernes und transparentes Rechtssystem in Deutschland,Deutschland,LOC
Wie die deutsche Justiz zur Effizienzsteigerung beiträgt,deutsche,MISC
